Age,Annual_Income,Transaction_Amounts,Customer_Satisfaction_Score,Number_of_Visits,Net_Promoter_Score,Loyalty_Program_Engagement,Lifetime_Spend,Items_Purchased_Per_Visit,Online_Shopper
48.91,115.96,5.65,41.84,6,-0.2822,0.5176,557.56,25,0.0
54.02,91.49,7.66,84.74,2,1.0848,0.0844,508.48,2,1.0
56.9,106.12,6.89,39.97,4,-0.2567,0.3465,464.37,32,
45.99,102.22,0.45,41.89,2,0.8684,0.2867,531.35,23,0.0
52.24,81.27,1.42,11.6,2,-0.0628,0.1546,501.32,6,
50.13,81.47,5.33,46.35,3,-1.1514,0.2089,569.95,5,0.0
50.98,108.24,7.11,8.32,3,-0.6066,0.4453,599.06,3,
42.27,103.93,1.6,26.72,3,0.016,0.3669,424.25,37,0.0
50.25,111.07,2.61,97.95,5,1.5744,0.5321,239.19,40,0.0
54.98,115.82,2.16,90.49,7,0.3852,0.4672,491.14,11,1.0
64.51,129.99,0.02,62.13,4,-0.303,0.1952,450.46,18,0.0
59.59,84.48,4.3,71.28,1,1.6635,0.2119,361.22,9,0.0
71.53,112.6,5.53,23.76,5,-0.792,0.0402,665.23,38,0.0
42.33,114.98,1.62,14.4,3,1.5523,0.0533,573.84,28,1.0
58.72,93.76,5.82,55.1,2,0.035,0.7976,613.91,12,0.0
51.83,102.44,1.39,89.8,4,0.6929,0.5945,448.56,27,
71.9,94.27,6.29,83.23,9,-0.2733,0.1126,548.1,17,0.0
41.92,142.17,3.05,58.92,4,1.6394,0.3103,528.17,25,1.0
41.6,102.1,10.28,98.47,2,-1.1752,0.4412,454.61,25,1.0
44.01,109.03,3.93,24.8,6,0.0162,0.1919,554.21,14,0.0
28.76,94.72,1.02,76.68,3,0.0794,0.2271,650.9,5,1.0
44.74,90.41,8.63,28.37,5,-0.3611,0.0497,530.77,14,
42.41,73.96,7.52,97.44,4,-1.8538,0.1131,253.88,24,1.0
51.5,122.0,0.44,26.46,2,-0.1724,0.2925,533.59,47,1.0
53.42,115.37,0.25,36.56,3,-0.1873,0.608,397.67,30,
68.76,93.98,0.73,47.64,1,-0.9286,0.3101,658.11,20,1.0
59.5,81.99,9.33,32.17,4,0.6659,0.2132,286.28,13,
44.23,103.6,1.93,27.55,2,-0.0645,0.3362,392.56,2,1.0
41.02,90.05,3.51,47.05,4,-0.2864,0.0963,673.32,31,0.0
54.92,95.56,4.62,81.64,1,1.3007,0.2236,404.01,22,0.0
36.8,74.73,6.8,77.37,3,0.3517,0.238,374.92,39,1.0
68.31,104.34,8.86,44.43,2,0.007,0.2165,593.8,4,1.0
61.79,104.74,3.63,31.3,4,1.2543,0.1147,589.45,9,1.0
45.31,121.89,2.69,13.14,2,-0.139,0.0934,478.39,37,0.0
32.87,96.99,1.09,86.97,3,0.6868,0.1213,391.65,43,0.0
63.54,93.33,4.68,88.59,5,-1.8981,0.2563,384.33,48,0.0
48.85,68.86,3.99,6.67,3,-0.5641,0.1328,394.11,47,1.0
62.38,122.02,1.72,74.87,2,-1.1961,0.1652,540.03,12,0.0
34.06,117.86,2.95,88.39,5,0.2672,0.4355,446.38,28,1.0
44.01,100.57,6.73,73.64,0,-0.4674,0.0816,570.61,25,1.0
50.05,73.42,4.93,33.96,3,-1.0707,0.2385,419.44,16,0.0
50.47,75.71,3.29,42.89,3,0.6804,0.128,572.19,16,0.0
45.5,89.06,1.59,30.06,2,0.5844,0.212,446.64,3,0.0
56.23,119.3,5.51,54.27,1,-0.1978,0.1899,268.14,25,1.0
39.32,105.81,4.94,88.99,1,1.7519,0.4373,420.8,21,0.0
48.58,70.13,3.06,67.14,3,0.7188,0.0654,473.95,47,1.0
51.2,108.08,1.36,45.83,4,0.5539,0.0578,534.36,28,1.0
55.14,83.22,0.96,86.03,2,0.8239,0.4093,372.0,11,1.0
57.12,89.56,2.07,0.09,2,0.2184,0.2477,610.66,6,0.0
38.75,119.43,11.97,27.45,1,-0.3854,0.5799,452.93,25,0.0
34.66,115.31,7.01,43.59,1,1.1654,0.1941,421.11,39,0.0
62.78,121.86,11.09,59.25,2,-0.133,0.3345,527.3,20,
53.32,99.54,9.24,99.56,6,-1.0799,0.6583,314.38,20,0.0
42.52,117.66,3.07,63.95,1,-2.3389,0.4645,398.08,47,1.0
65.51,88.28,3.78,38.15,2,1.272,0.0216,604.4,6,1.0
51.16,94.85,0.93,72.49,5,2.1448,0.2181,690.24,38,1.0
61.79,93.47,6.38,98.42,1,0.947,0.3481,500.35,30,0.0
50.68,100.48,2.74,61.13,2,-1.2701,0.4112,446.5,37,0.0
70.61,74.27,0.88,35.17,6,0.3055,0.2277,605.42,7,0.0
67.55,95.5,0.5,68.22,1,-0.9103,0.1942,707.87,35,1.0
47.51,129.03,5.96,46.41,4,-0.7872,0.1519,443.64,3,1.0
59.72,78.15,3.29,53.58,5,-2.1257,0.4218,644.27,38,1.0
56.45,73.41,0.05,95.54,5,2.2692,0.2304,464.58,5,1.0
63.69,75.03,8.7,43.66,3,1.1583,0.2486,484.04,18,1.0
40.35,153.24,4.83,31.37,3,1.2435,0.0588,192.18,14,1.0
56.86,109.3,0.2,63.47,2,-1.1921,0.0476,620.18,9,0.0
60.58,94.59,1.82,56.83,3,-0.0817,0.1951,534.06,35,0.0
32.41,101.37,6.41,39.73,3,-1.9055,0.4419,480.38,1,0.0
38.17,104.55,0.3,30.27,2,-0.5288,0.2455,706.03,30,0.0
29.61,87.19,6.66,52.52,6,-0.2206,0.487,465.92,10,0.0
47.31,89.66,3.51,16.35,2,0.1152,0.228,500.09,14,0.0
57.18,96.85,7.64,26.79,3,-0.5129,0.2617,463.34,9,
65.02,85.5,9.66,85.07,2,-0.1,0.3732,449.34,49,1.0
50.74,92.06,7.3,90.91,3,-0.1875,0.1174,511.59,10,
66.29,107.06,0.41,39.33,1,-0.0841,0.2994,592.6,6,1.0
36.2,80.06,3.08,83.42,5,-1.4684,0.4397,377.97,45,1.0
32.97,152.2,1.92,10.32,6,0.3157,0.2529,575.48,23,0.0
49.44,115.06,3.55,21.63,1,-2.2575,0.2934,559.41,16,0.0
53.84,74.6,16.88,59.66,2,-0.6945,0.4988,418.48,24,1.0
49.67,50.44,0.66,67.79,3,-0.2244,0.1214,516.14,16,0.0
29.33,86.25,10.03,25.18,0,-0.4001,0.331,325.72,14,0.0
49.11,113.69,23.47,93.97,0,0.5935,0.3272,435.74,2,
36.96,109.81,23.04,62.35,2,1.1128,0.3137,518.36,8,1.0
56.7,97.78,7.97,92.15,2,0.8067,0.4934,378.97,26,0.0
53.67,87.97,3.13,10.59,0,0.8011,0.3187,431.43,44,0.0
40.6,81.92,0.98,58.34,3,-1.8721,0.1476,511.56,12,1.0
44.86,91.95,4.69,34.18,4,-1.0666,0.5353,555.24,11,1.0
39.41,79.75,4.71,86.66,2,1.6901,0.4583,308.29,3,1.0
49.37,92.02,1.9,1.34,2,0.1885,0.1736,517.14,14,1.0
59.55,126.62,4.8,76.71,2,-2.115,0.299,609.95,38,1.0
40.14,84.58,0.62,16.41,1,-0.2766,0.2548,530.21,27,1.0
55.04,112.22,5.03,89.0,3,-0.742,0.2871,553.06,12,1.0
44.7,115.27,11.35,46.23,4,1.3806,0.1904,756.39,27,1.0
42.07,78.41,3.19,17.22,2,0.3896,0.2564,452.18,26,1.0
48.93,83.13,7.23,81.79,1,-0.1189,0.2207,537.21,13,
39.65,121.38,5.05,50.32,4,-0.4914,0.008,597.54,6,1.0
44.46,81.48,0.02,6.15,2,1.1683,0.5055,442.4,19,1.0
38.02,98.85,0.65,3.27,1,-0.8217,0.4013,248.92,14,0.0
69.65,140.8,7.45,25.36,4,1.6873,0.175,443.05,4,1.0
50.35,119.6,0.21,71.36,4,0.0471,0.24,439.03,43,0.0
43.0,101.7,15.65,43.43,3,1.0355,0.1061,566.37,18,1.0
52.14,116.81,11.23,52.63,2,1.1595,0.1824,463.9,19,
48.88,98.88,2.25,13.61,4,-0.1678,0.1944,615.37,36,1.0
47.79,120.36,1.86,72.03,5,0.5087,0.6438,415.74,31,1.0
56.14,59.07,4.75,36.13,4,0.7715,0.4089,561.25,31,1.0
57.58,97.21,4.73,33.48,6,0.0596,0.1277,655.32,7,0.0
44.69,58.27,0.47,58.19,2,-1.0597,0.4503,486.9,41,0.0
44.24,103.23,1.21,76.55,2,-0.7316,0.3491,761.4,20,
47.25,95.28,5.06,2.42,1,0.4535,0.4244,507.57,28,0.0
26.98,127.21,8.07,4.9,4,-1.307,0.112,459.76,21,
34.85,114.24,1.07,9.6,6,-1.2959,0.3536,495.02,42,0.0
63.67,89.48,6.05,84.61,0,-0.8778,0.1122,459.16,40,0.0
66.45,91.88,10.22,85.54,2,0.619,0.3185,391.85,39,0.0
47.51,107.61,0.63,63.84,3,-0.4822,0.2899,612.42,24,1.0
55.77,88.55,2.89,4.59,5,0.9847,0.4454,489.17,20,0.0
53.11,99.35,9.5,75.09,2,0.4248,0.2387,575.84,26,0.0
80.79,126.33,2.32,86.77,4,0.4345,0.3347,670.3,46,1.0
61.2,83.42,1.57,91.54,1,0.0182,0.3068,622.1,21,1.0
48.72,91.05,6.84,80.25,7,-0.4931,0.6245,372.22,41,
40.44,93.85,2.56,44.85,1,-0.3912,0.3414,509.78,15,0.0
33.94,163.16,6.13,45.88,4,-0.6183,0.3617,451.14,16,1.0
52.03,112.16,0.68,49.71,3,0.774,0.6195,287.79,10,1.0
42.44,122.64,4.03,47.39,1,0.9543,0.546,500.32,2,1.0
35.78,115.36,2.39,51.43,6,-0.0091,0.0957,536.6,2,0.0
43.53,116.71,29.58,8.15,3,-1.0482,0.1316,550.3,42,1.0
39.18,109.47,4.47,81.46,5,0.2554,0.124,386.94,37,1.0
66.87,107.31,5.73,0.29,0,0.0739,0.1083,561.74,19,0.0
58.82,70.99,0.7,3.11,3,0.4628,0.1731,405.56,29,0.0
49.92,107.16,24.12,2.65,1,1.1566,0.1764,425.34,1,1.0
64.8,97.83,0.26,90.02,3,-1.7077,0.8626,450.21,21,0.0
50.77,110.91,0.37,99.54,1,1.9864,0.1073,449.51,35,1.0
41.39,98.58,0.39,29.72,2,0.2006,0.2285,343.02,16,1.0
65.23,115.26,10.22,12.55,8,0.441,0.3892,387.1,39,0.0
55.39,118.8,6.52,1.89,3,-1.2433,0.3427,402.27,24,0.0
39.63,41.76,18.07,90.18,3,0.7363,0.2405,406.5,11,0.0
48.1,91.32,0.34,35.77,2,-0.8242,0.1518,569.96,38,0.0
41.24,62.85,5.88,49.23,3,-1.2432,0.4608,385.13,19,1.0
36.17,104.78,3.81,37.52,3,0.107,0.551,494.63,44,1.0
59.26,93.99,5.1,90.71,4,-0.0726,0.0733,752.0,5,1.0
69.09,127.12,3.6,83.25,5,-1.4787,0.1692,578.99,0,1.0
36.01,104.14,5.62,89.62,5,1.4077,0.3581,612.91,8,0.0
55.63,90.29,11.88,42.98,5,-0.1909,0.2978,458.4,22,1.0
43.49,118.77,4.43,21.68,1,0.1077,0.2904,423.91,35,1.0
45.13,93.64,11.34,60.21,4,0.7076,0.7102,342.1,49,1.0
44.08,90.04,7.62,21.12,2,1.7676,0.0898,521.84,31,0.0
41.36,107.87,10.01,32.52,3,0.3611,0.5204,399.66,33,1.0
50.49,132.26,5.38,94.51,6,0.1919,0.11,469.51,17,
41.69,117.07,3.66,87.11,4,1.2914,0.1854,709.21,5,
52.7,111.34,0.36,43.72,2,-1.1413,0.2947,383.18,16,0.0
49.5,155.02,9.01,32.07,4,-1.2474,0.1326,232.29,31,1.0
47.61,85.35,1.39,57.88,4,-0.7047,0.2098,447.49,38,0.0
40.92,84.91,0.19,76.3,4,1.7186,0.1838,415.64,9,1.0
44.23,102.91,3.66,19.42,5,0.4814,0.58,485.49,9,
57.55,130.3,5.01,90.69,1,1.6168,0.2157,574.76,19,0.0
55.01,81.17,5.42,18.75,2,-0.1357,0.365,434.54,17,1.0
40.22,135.09,5.54,61.01,4,0.9219,0.5596,561.14,26,1.0
50.99,71.22,5.3,54.98,6,0.0763,0.1274,562.05,37,0.0
57.51,97.58,8.26,32.89,4,-1.2114,0.1402,674.51,44,1.0
33.31,103.47,7.33,56.14,2,-0.1036,0.3761,468.48,12,1.0
55.43,82.35,8.38,88.01,2,-0.6268,0.185,587.11,4,0.0
43.37,87.58,3.08,33.05,6,-0.4843,0.1949,543.15,15,1.0
55.71,115.93,0.32,88.53,3,0.4455,0.1951,466.79,26,1.0
42.37,128.83,5.1,6.27,2,0.5566,0.4671,381.31,49,0.0
31.95,57.71,1.18,53.38,2,0.3492,0.6453,514.6,35,0.0
33.72,103.6,9.81,29.29,3,0.9637,0.3611,452.39,35,0.0
50.48,97.73,6.39,93.04,3,0.1067,0.1549,581.34,37,
52.6,102.15,7.26,4.71,3,-0.8507,0.0811,439.9,14,1.0
40.96,93.66,1.69,1.87,1,-0.3692,0.2205,592.49,8,0.0
56.39,74.19,5.01,80.96,2,-0.8884,0.0587,462.51,46,0.0
33.38,130.85,3.75,73.96,3,0.4438,0.2349,514.57,20,
49.34,123.19,1.56,15.51,1,-0.2464,0.395,482.83,17,1.0
37.89,97.92,8.36,94.21,4,0.739,0.3009,572.23,24,0.0
43.48,90.23,3.99,87.38,4,0.5711,0.2115,435.06,24,1.0
50.47,87.81,1.06,24.29,6,-0.9356,0.2652,568.02,10,0.0
41.4,48.29,1.82,68.44,3,-0.2511,0.2455,671.31,24,0.0
46.15,107.08,1.29,42.85,3,-0.0787,0.5143,771.41,28,1.0
60.06,115.61,1.87,56.07,3,-0.2442,0.2585,346.04,17,0.0
44.23,102.76,1.04,79.1,1,-0.6269,0.1528,558.49,38,0.0
58.36,98.27,2.32,63.08,2,0.0188,0.061,435.83,45,1.0
38.7,102.67,5.92,9.41,3,0.1137,0.1558,521.52,16,0.0
55.3,82.94,16.01,60.62,3,-0.3865,0.2934,436.62,30,0.0
64.42,90.01,1.18,18.54,1,0.4904,0.1296,356.29,21,
25.28,96.67,1.78,44.58,4,1.2655,0.1505,390.52,44,1.0
42.03,113.93,0.01,39.28,1,-1.0403,0.7837,596.02,26,0.0
55.77,127.58,1.28,8.37,2,-1.2465,0.4767,461.21,44,0.0
47.97,95.42,2.71,9.91,3,0.0442,0.2681,560.15,10,0.0
53.71,79.1,3.1,78.77,3,-1.4388,0.163,647.87,30,1.0
43.96,100.71,1.55,57.61,2,2.2803,0.0838,577.27,26,1.0
50.87,140.23,0.81,97.37,5,-0.2473,0.1815,396.66,11,1.0
48.44,80.84,4.14,95.14,3,-0.172,0.3352,367.01,0,0.0
61.68,117.72,2.63,19.06,8,-1.2111,0.0593,580.27,36,
52.54,126.72,2.78,85.55,1,0.511,0.2005,431.16,39,1.0
53.38,92.8,11.27,32.61,2,-0.9379,0.3933,650.71,31,1.0
45.88,85.99,4.12,17.21,2,0.8288,0.3659,374.87,31,1.0
45.12,111.5,2.46,45.17,2,0.9575,0.1302,411.28,13,0.0
45.67,107.06,1.46,28.52,3,-0.0495,0.4127,470.11,15,0.0
53.94,113.9,2.8,50.85,6,-0.2493,0.2302,562.52,7,1.0
45.79,141.47,9.9,64.78,4,-0.2556,0.0983,337.81,38,1.0
52.9,103.34,16.78,30.33,9,0.4814,0.2536,444.99,48,0.0
70.75,76.16,2.37,54.41,2,0.4745,0.4679,471.94,8,0.0
58.71,101.33,1.17,62.57,5,-0.9646,0.4486,520.45,24,0.0
46.74,104.83,12.3,61.61,1,0.3734,0.3517,549.1,34,0.0
62.01,125.34,0.78,92.45,3,1.6513,0.4907,618.46,44,0.0
45.92,96.06,1.76,64.86,4,-0.7089,0.5122,595.21,37,1.0
29.62,91.82,1.14,33.26,2,-0.9227,0.2781,402.64,35,1.0
39.92,72.58,4.17,9.45,2,-0.2992,0.3567,296.1,39,
31.29,110.95,2.63,48.68,4,0.5155,0.3036,689.46,40,0.0
46.48,166.96,1.69,57.6,2,-0.5127,0.6938,431.5,28,0.0
50.18,95.55,7.3,55.63,3,-0.8904,0.2961,482.02,10,1.0
66.76,109.04,5.45,55.01,2,0.3119,0.6212,639.07,23,1.0
53.27,89.04,27.03,37.53,5,-1.1121,0.2567,672.46,28,0.0
47.81,74.37,1.87,95.77,3,-0.0826,0.3015,420.11,24,0.0
58.29,108.68,9.33,61.3,0,-0.8781,0.2863,534.14,14,1.0
27.89,100.56,1.8,22.23,2,0.6629,0.2393,304.21,47,0.0
52.36,52.29,0.05,0.64,6,-0.2836,0.1394,593.94,24,0.0
57.71,132.2,0.82,57.02,4,0.1161,0.2998,445.18,15,1.0
35.21,108.32,3.55,74.64,6,-0.5184,0.3056,587.89,0,0.0
61.44,101.48,8.3,10.95,2,-0.9339,0.1931,398.46,28,1.0
53.38,91.56,0.3,46.63,5,-1.7096,0.5466,266.66,42,0.0
45.85,108.11,8.92,97.21,3,-0.4147,0.5548,507.03,17,0.0
56.33,109.03,6.3,49.43,1,1.0144,0.6194,644.87,19,0.0
72.71,108.03,0.18,85.35,0,1.7561,0.1667,466.13,44,1.0
51.82,121.36,0.56,14.06,1,-1.2852,0.2042,522.07,39,1.0
52.48,125.91,0.39,45.2,3,0.535,0.0645,426.68,40,1.0
45.41,140.11,5.68,35.34,5,0.5681,0.4714,588.57,49,1.0
41.5,83.26,4.12,2.83,4,2.6673,0.3917,600.57,36,0.0
58.3,88.53,2.22,52.11,6,0.3136,0.2203,430.91,4,1.0
41.44,107.22,0.46,39.87,3,-0.2761,0.0789,549.26,32,1.0
50.72,84.42,2.5,61.17,3,-0.7111,0.4771,324.13,37,0.0
45.22,87.64,5.73,54.65,3,-0.9964,0.0688,546.06,43,0.0
54.79,109.5,0.49,45.35,4,-0.6727,0.1798,684.07,33,0.0
53.34,118.02,9.71,10.11,6,-0.3935,0.3087,443.56,2,1.0
60.38,125.52,0.32,44.27,3,-0.7621,0.5962,515.39,27,0.0
44.9,96.15,4.68,97.11,4,1.655,0.2604,476.52,33,0.0
47.3,109.26,1.05,27.43,1,-0.0985,0.4903,649.87,14,0.0
40.21,104.86,0.48,38.5,5,-0.865,0.2477,511.35,47,1.0
45.56,100.35,2.19,84.15,1,-0.9118,0.214,439.41,2,0.0
53.77,83.68,5.5,52.0,7,1.5172,0.4557,535.08,47,1.0
57.57,81.14,0.65,0.2,0,0.5866,0.4012,375.8,18,1.0
40.78,113.33,3.23,53.95,1,-1.5775,0.1628,661.01,20,1.0
58.7,83.34,2.61,87.2,2,-0.3798,0.044,375.27,48,0.0
63.56,64.46,2.79,69.04,6,1.3782,0.1842,442.27,21,0.0
54.13,99.36,14.36,75.72,3,0.5688,0.0964,626.33,21,1.0
68.77,129.1,2.15,3.83,1,0.2232,0.3317,474.35,24,0.0
42.26,44.1,23.91,17.92,6,-0.2614,0.4928,715.68,3,0.0
37.55,94.23,3.87,58.52,3,0.3101,0.1789,477.62,44,1.0
32.21,113.5,9.24,15.31,1,0.5694,0.1628,334.09,41,1.0
64.96,63.53,2.15,75.39,2,-0.9986,0.2159,586.78,22,1.0
56.54,95.73,0.44,22.69,3,-0.0274,0.5211,530.11,32,1.0
49.44,77.21,0.44,31.8,7,0.9101,0.2702,558.64,49,1.0
52.8,79.86,4.27,4.17,2,1.0844,0.1805,436.05,4,0.0
38.75,91.95,13.29,42.63,5,-0.9065,0.1238,609.42,18,
74.46,77.54,0.37,25.57,2,-0.1939,0.2567,456.64,19,1.0
51.29,75.87,5.84,3.32,2,0.1594,0.2655,264.83,42,1.0
51.09,98.82,4.14,13.39,4,-1.4044,0.0987,467.54,20,1.0
57.26,144.54,5.28,39.24,2,-0.0217,0.1434,317.16,5,1.0
54.81,115.15,1.21,34.23,5,0.4389,0.0491,607.44,11,1.0
52.24,120.21,0.37,86.09,1,0.1523,0.2748,417.83,12,1.0
42.1,115.95,0.39,30.28,4,0.9427,0.2853,660.39,2,0.0
54.71,86.05,1.42,41.52,3,0.7984,0.1378,382.84,34,1.0
68.82,106.22,1.2,40.86,3,0.6897,0.2666,401.59,3,0.0
63.45,121.95,0.68,59.89,3,0.3556,0.1075,523.45,5,1.0
65.93,116.57,1.54,90.28,4,-0.3815,0.1855,509.13,29,1.0
44.89,103.89,3.82,67.46,0,0.0814,0.1562,467.22,40,1.0
40.1,110.4,14.93,83.84,3,1.0394,0.1842,460.1,32,1.0
48.74,149.26,12.77,18.71,2,-0.6231,0.0491,676.18,8,0.0
50.56,116.79,1.59,83.95,4,-1.5905,0.2798,438.86,7,1.0
60.94,93.7,0.34,70.02,4,-0.7864,0.4235,589.3,17,1.0
33.08,98.52,27.17,29.49,4,2.3269,0.1531,578.93,19,0.0
65.3,78.92,3.24,89.54,3,-0.6963,0.0578,530.92,42,
48.42,146.94,19.15,66.5,5,-0.2608,0.3447,403.22,30,1.0
45.73,132.08,3.86,46.78,1,0.0335,0.1692,416.7,7,1.0
39.88,101.66,10.87,70.44,1,1.4832,0.3835,612.38,46,1.0
33.45,143.62,2.96,0.67,7,1.0941,0.331,487.62,42,1.0
58.23,112.65,4.86,32.34,3,-1.2186,0.0541,432.77,11,0.0
50.73,91.38,3.84,77.67,3,-0.6638,0.2466,483.91,11,0.0
37.1,118.13,1.24,85.9,2,0.5051,0.2664,538.66,40,1.0
37.05,107.97,7.22,80.02,1,-1.9506,0.2146,545.59,6,1.0
46.64,116.76,0.28,73.12,1,0.7306,0.0571,614.48,40,1.0
66.69,72.62,2.25,49.76,4,-2.6364,0.1591,437.41,29,
47.4,83.79,10.2,18.96,2,1.8309,0.4417,302.2,45,0.0
34.97,129.77,3.49,11.08,2,-0.0371,0.3536,513.1,28,0.0
47.54,133.86,0.4,92.4,2,-0.566,0.3048,550.21,15,1.0
47.27,128.3,1.16,21.08,3,1.6729,0.482,426.94,24,0.0
23.03,144.37,0.58,24.53,4,0.4379,0.4047,653.76,15,
49.46,111.55,1.63,72.18,3,-1.0053,0.3393,604.88,18,
47.69,110.14,0.9,75.59,4,-0.6736,0.2719,300.54,38,
56.96,81.74,6.22,40.82,6,-1.0721,0.0569,409.66,24,0.0
68.49,88.39,5.39,7.5,4,-0.6303,0.3589,345.29,43,1.0
61.27,60.23,0.73,48.45,3,-0.0493,0.0597,447.83,41,0.0
47.31,93.57,2.94,81.27,2,-2.0291,0.1979,521.98,30,1.0
38.93,58.83,1.75,88.2,2,0.8495,0.2802,546.17,35,1.0
75.73,121.62,2.06,65.02,4,-2.2033,0.1882,336.23,44,0.0
50.59,107.77,4.29,68.46,3,-0.7199,0.2625,704.24,20,1.0
50.14,59.48,11.45,2.38,5,1.1605,0.5488,509.41,4,1.0
49.76,96.2,11.38,21.31,4,-0.8352,0.4247,404.7,22,0.0
51.98,139.35,2.66,74.7,6,-1.5803,0.2327,613.3,14,1.0
48.56,97.49,2.5,53.05,3,-0.4607,0.5248,612.21,11,0.0
44.26,80.03,3.65,58.7,4,-0.3643,0.011,424.08,26,1.0
44.53,64.29,3.21,81.04,3,-0.086,0.2278,363.12,47,0.0
49.67,64.89,0.32,66.95,0,0.833,0.2362,561.03,43,1.0
44.57,110.71,4.32,41.99,1,-1.3104,0.3116,432.11,2,0.0
42.87,91.32,4.39,97.4,3,0.2161,0.1322,643.75,17,0.0
51.06,92.98,2.99,24.18,4,0.2127,0.3198,395.69,27,0.0
47.45,91.41,2.67,33.99,3,0.4911,0.4193,453.15,40,1.0
65.04,97.2,13.98,66.76,4,-1.436,0.4591,631.45,43,0.0
23.49,75.46,4.59,23.2,3,-0.2805,0.0913,606.42,5,1.0
60.92,106.32,8.47,38.05,3,-0.2979,0.2058,648.0,11,1.0
62.46,71.55,15.38,69.13,4,1.4292,0.1014,460.85,35,0.0
29.27,84.88,8.31,33.81,3,1.329,0.2072,305.23,3,0.0
46.57,120.22,14.32,5.72,5,-1.5013,0.1771,597.29,30,0.0
46.29,107.52,7.12,56.0,1,-0.4038,0.3523,478.55,36,1.0
35.92,113.71,0.93,77.01,4,-1.3375,0.2874,687.52,29,1.0
42.22,143.01,1.29,74.29,4,-0.0506,0.3018,557.66,41,1.0
38.89,98.81,1.08,62.11,4,-1.6401,0.6262,275.35,28,1.0
67.52,100.43,1.94,76.53,1,3.6491,0.158,431.7,24,0.0
59.36,94.71,2.19,19.93,1,0.0055,0.4178,448.08,4,0.0
62.72,91.13,8.33,73.4,3,0.2859,0.6571,341.35,34,0.0
57.22,79.79,2.24,4.99,5,0.8851,0.2468,287.96,29,0.0
38.71,101.68,6.5,74.01,4,-0.1362,0.1895,576.48,6,0.0
44.75,107.1,11.71,5.07,3,-1.3489,0.1358,452.09,35,1.0
54.89,108.22,0.61,77.15,5,0.2577,0.2549,572.28,37,0.0
37.78,101.29,0.0,88.49,1,1.3575,0.5994,371.82,28,1.0
57.13,118.52,10.98,82.9,2,0.6611,0.2476,471.0,5,
47.6,100.59,1.36,34.85,1,1.0865,0.0476,491.12,20,0.0
46.25,91.81,0.83,97.51,3,-1.0918,0.5463,422.02,21,0.0
57.11,81.46,1.75,51.84,3,-0.7914,0.2938,508.91,43,1.0
54.44,69.02,1.03,37.92,0,0.8352,0.0991,391.17,37,0.0
46.39,129.21,7.89,58.23,4,0.172,0.0587,581.38,8,0.0
61.59,86.02,5.03,30.49,2,0.1091,0.1374,468.14,19,1.0
39.19,81.49,0.92,17.83,2,0.1449,0.3093,579.25,43,
56.16,91.65,4.38,16.33,1,0.4882,0.2177,520.51,26,1.0
55.93,94.43,1.17,16.95,4,-1.4646,0.6121,590.99,4,0.0
46.9,132.77,1.1,22.83,5,-0.5516,0.2612,671.92,14,1.0
53.26,93.44,4.52,88.65,6,0.2138,0.2604,488.6,8,1.0
37.49,152.67,5.46,40.47,1,-0.1555,0.2893,614.28,47,1.0
59.24,101.27,2.12,0.01,3,-0.1247,0.2381,437.63,13,0.0
48.15,141.14,7.21,30.39,2,-1.2956,0.2873,160.37,12,0.0
44.77,117.88,9.08,99.61,7,-1.5049,0.2967,524.37,12,1.0
60.49,107.22,12.41,73.62,2,1.4426,0.4349,575.41,1,1.0
42.96,131.56,4.92,50.38,6,-0.9986,0.265,563.39,48,0.0
35.92,122.44,1.24,12.74,4,1.1694,0.6164,458.42,31,0.0
34.43,112.69,6.9,45.56,2,1.196,0.4357,428.49,37,0.0
56.06,146.35,0.57,63.97,2,0.4074,0.2392,545.27,7,0.0
37.2,90.03,1.0,91.88,6,-1.1131,0.3485,574.41,20,1.0
67.55,80.1,8.94,49.2,4,-0.4392,0.2889,421.29,48,0.0
29.18,86.48,12.09,54.81,3,-0.5002,0.2066,618.12,37,1.0
66.96,135.05,0.35,56.77,3,0.1877,0.3823,519.04,7,
52.11,129.02,1.87,95.08,3,1.947,0.7677,414.73,13,0.0
49.03,89.49,4.96,33.89,2,1.1071,0.3279,391.75,6,1.0
44.55,52.91,13.96,86.05,4,1.0674,0.196,537.28,35,1.0
53.99,95.88,4.23,43.13,6,-0.1597,0.1234,503.54,36,1.0
49.62,79.73,8.6,74.08,2,0.7391,0.1421,566.17,13,0.0
61.03,90.12,12.8,48.31,2,-0.8755,0.1137,606.73,6,0.0
51.14,78.91,3.66,55.43,3,-0.5052,0.1126,536.81,7,
51.5,67.81,6.74,32.91,1,-0.1847,0.5793,666.31,8,0.0
46.36,137.66,5.43,41.46,5,0.4796,0.4519,468.97,46,1.0
49.43,86.33,5.56,52.53,4,0.6844,0.023,405.92,9,0.0
53.08,128.25,3.64,60.43,3,1.4097,0.4466,513.44,14,0.0
32.9,95.57,4.88,37.03,3,0.7037,0.5066,451.44,38,1.0
36.52,77.38,4.04,83.42,2,0.1448,0.1303,638.49,39,
57.43,110.18,5.08,71.91,10,1.752,0.2072,655.99,11,0.0
51.71,92.18,3.52,45.15,4,-0.7318,0.5881,584.23,11,0.0
48.16,95.86,1.26,73.49,2,-0.0873,0.2341,261.86,6,0.0
50.18,102.9,5.91,0.67,4,2.2395,0.1283,573.52,6,0.0
